0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.465217599999995,42.10438680000001,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996,42.153337799999996
63.49827679999999,52.978192400000005,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985,53.039785399999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.67336479999999,26.425876399999996,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999,26.45659939999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316.5821008,264.1323244,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994,264.43940739999994
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633.0126543999999,528.1382092,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999,528.7522281999999
199.13302079999997,166.1416344,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997
199.13302079999997,166.1416344,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997
199.13302079999997,166.1416344,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997,166.33479239999997
452.6714864,377.6750852,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999,378.1141741999999
